title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_ser,num_in_ser,month,day,year,century,num_coauthors,pages_category,ar_fillna,np_fillna,publisher_fillna
The Big Bing: Black Holes of Time Management  Gaseous Executive Bodies  Exploding Careers  and Other Theories on the Origins of the Business Univers,Stanley Bing,,other,368.0,27,6,1/3/2006,,-,0,1,3,2006,21,1,от 100 до 500 стр.,3.95,368.0,Vintage
What Would Machiavelli Do?: The Ends Justify the Meannes,Stanley Bing,3.45,eng,176.0,464,58,7/28/2004,Harper Business,-,0,7,28,2004,21,1,от 100 до 500 стр.,3.45,176.0,Harper Business
William James: In the Maelstrom of American Modernis,Robert D. Richardson Jr.,,eng,622.0,353,42,11/9/2006,Houghton Mifflin Harcourt,-,0,11,9,2006,21,1,от 500 до 1000 стр.,3.95,622.0,Houghton Mifflin Harcourt
Cliffs Notes on Wright's Black Bo,Carl Senna/CliffsNotes/Richard Wright,3.75,eng,56.0,3,0,5/5/1971,Cliffs Notes,-,0,5,5,1971,20,3,до 100 стр.,3.75,56.0,Cliffs Notes
The Wit and Wisdom of Abraham Lincoln: A Book of Quotation,Abraham Lincoln/Bob Blaisdell,4.15,eng,96.0,461,33,8/8/2005,Dover Publications,-,0,8,8,2005,21,2,до 100 стр.,4.15,96.0,Dover Publications
Selected Speeches and Writing,Abraham Lincoln/Gore Vidal,4.22,eng,515.0,172,12,2/18/1992,Vintage Books USA,-,0,2,18,1992,20,2,от 500 до 1000 стр.,4.22,515.0,Vintage Books USA
George Eliot: The Last Victoria,Kathryn  Hughes,4.05,eng,,176,25,7/2/2001,Cooper Square Press,-,0,7,2,2001,21,1,,4.05,296.0,Cooper Square Press
The Mill on the Flos,George Eliot/A.S. Byatt,,eng,579.0,41816,1337,2/27/2003,Penguin Classics,-,0,2,27,2003,21,2,от 500 до 1000 стр.,3.95,579.0,Penguin Classics
Scenes of Clerical Lif,George Eliot/Thomas A. Noble,3.78,eng,310.0,2369,62,1/24/2002,Oxford University Press,-,0,1,24,2002,21,2,от 100 до 500 стр.,3.78,310.0,Oxford University Press
Terry Jones' Medieval Live,Terry Jones/Alan Ereira,4.02,eng,,1950,155,5/5/2005,BBC Books,-,0,5,5,2005,21,2,,4.02,296.0,BBC Books
Terry Jones' Fairy Tale,Terry Jones/Michael Foreman,4.25,eng,160.0,182,19,6/1/1993,Puffin,-,0,6,1,1993,20,2,от 100 до 500 стр.,4.25,160.0,Puffin
Some Ethe,Nick Flynn,4.16,eng,85.0,1683,87,5/1/2000,Graywolf Press,-,0,5,1,2000,20,1,до 100 стр.,4.16,85.0,Graywolf Press
Tin House: Evil,Chris Adrian/Nick Flynn/Francine Prose/Josip Novakovich/Moonshine,3.9,eng,,29,1,4/6/2007,Tin House Magazine,-,0,4,6,2007,21,5,,3.9,296.0,Tin House Magazine
A Note Slipped Under the Door: Teaching from Poems We Lov,Nick Flynn/Shirley McPhillips/Philippa Stratton,4.12,eng,256.0,57,5,1/1/2000,Stenhouse Publishers,-,0,1,1,2000,20,3,от 100 до 500 стр.,4.12,256.0,Stenhouse Publishers
The Trouble with Testosterone and Other Essays on the Biology of the Human Predicamen,Robert M. Sapolsky,,eng,,1106,85,4/24/1998,Scribner,-,0,4,24,1998,20,1,,3.95,296.0,Scribner
Monkeyluv: And Other Essays on Our Lives as Animal,Robert M. Sapolsky,4.17,other,209.0,1024,102,10/10/2006,Scribner,-,0,10,10,2006,21,1,от 100 до 500 стр.,4.17,209.0,Scribner
Advanced Statistics Demystifie,Larry J. Stephens,4.0,eng,324.0,9,0,6/7/2004,McGraw-Hill Education,-,0,6,7,2004,21,1,от 100 до 500 стр.,4.0,324.0,McGraw-Hill Education
Lilly's Big Da,Kevin Henkes,4.2,other,40.0,3177,205,3/28/2006,Greenwillow Books,-,0,3,28,2006,21,1,до 100 стр.,4.2,40.0,Greenwillow Books
Chester's Wa,Kevin Henkes,4.22,eng,32.0,5218,294,9/22/1997,Greenwillow Books,-,0,9,22,1997,20,1,до 100 стр.,4.22,32.0,Greenwillow Books
Julius  the Baby of the Worl,Kevin Henkes,4.28,eng,32.0,6697,348,9/21/1995,Greenwillow Books,-,0,9,21,1995,20,1,до 100 стр.,4.28,32.0,Greenwillow Books
Forms of Tal,Erving Goffman,3.81,eng,344.0,82,2,3/1/1981,University of Pennsylvania Press,-,0,3,1,1981,20,1,от 100 до 500 стр.,3.81,344.0,University of Pennsylvania Press
Interaction Ritual - Essays on Face-to-Face Behavio,Erving Goffman,4.05,eng,288.0,308,9,1/12/1982,Pantheon,-,0,1,12,1982,20,1,от 100 до 500 стр.,4.05,288.0,Pantheon
My Lord Eternity,Debbie Raleigh/Alexandra Ivy,3.73,eng,256.0,407,14,10/1/2003,Zebra,Immortal Rogues,2,10,1,2003,21,2,от 100 до 500 стр.,3.73,256.0,Zebra
Aesop's Fable,Aesop/Ann McGovern,4.05,eng,,108,10,11/1/1963,Scholastic Paperbacks,-,0,11,1,1963,20,2,,4.05,296.0,Scholastic Paperbacks
Once A Wolf: How Wildlife Biologists Fought to Bring Back the Gray Wol,Stephen R. Swinburne/Jim Brandenburg,4.06,eng,48.0,43,21,2/26/2001,HMH Books for Young Readers,-,0,2,26,2001,21,2,до 100 стр.,4.06,48.0,HMH Books for Young Readers
Conversations with Don DeLill,Don DeLillo/Thomas DePietro,4.06,other,183.0,111,7,1/13/2005,University Press of Mississippi,-,0,1,13,2005,21,2,от 100 до 500 стр.,4.06,183.0,University Press of Mississippi
Inventing America: Jefferson's Declaration of Independenc,Garry Wills,3.93,eng,432.0,161,16,11/14/2002,Mariner Books,-,0,11,14,2002,21,1,от 100 до 500 стр.,3.93,432.0,Mariner Books
Venice: Lion City: The Religion of Empir,Garry Wills,3.76,eng,416.0,124,20,9/3/2002,Washington Square Press,-,0,9,3,2002,21,1,от 100 до 500 стр.,3.76,416.0,Washington Square Press
Four Weddings and a Funera,Richard Curtis,3.75,eng,128.0,47,4,4/15/1996,St. Martin's Griffin,-,0,4,15,1996,20,1,от 100 до 500 стр.,3.75,128.0,St. Martin's Griffin
Hallowee,Richard Curtis,4.13,eng,166.0,13,0,9/1/1982,Bantam,-,0,9,1,1982,20,1,от 100 до 500 стр.,4.13,166.0,Bantam
Janet  My Mother and Me: A Memoir of Growing Up with Janet Flanner and Natalia Danesi Murra,William Murray,3.5,eng,320.0,36,8,2/17/2000,Simon & Schuster,-,0,2,17,2000,20,1,от 100 до 500 стр.,3.5,320.0,Simon & Schuster
Catch That Pass,Matt Christopher,3.91,eng,130.0,290,23,9/1/1989,Little  Brown Books for Young Readers,-,0,9,1,1989,20,1,от 100 до 500 стр.,3.91,130.0,Little  Brown Books for Young Readers
Divide and Conquer,Jeff Rovin/Tom Clancy/Steve Pieczenik,3.8,eng,,2560,30,6/12/2000,Berkley,Tom Clancy's Op-Center,7,6,12,2000,20,3,,3.8,296.0,Berkley
Death Match,Diane Duane/Tom Clancy/Steve Pieczenik,4.17,eng,192.0,136,1,7/1/2003,Berkley,Tom Clancy's Net Force Explorers,18,7,1,2003,21,3,от 100 до 500 стр.,4.17,192.0,Berkley
Line of Control,Jeff Rovin/Tom Clancy/Steve Pieczenik,3.86,eng,,3488,29,6/5/2001,Berkley,Tom Clancy's Op-Center,8,6,5,2001,21,3,,3.86,296.0,Berkley
Sea of Fire,Jeff Rovin/Tom Clancy/Steve Pieczenik,3.89,eng,400.0,1267,24,6/24/2003,Berkley Books,Tom Clancy's Op-Center,10,6,24,2003,21,3,от 100 до 500 стр.,3.89,400.0,Berkley Books
One is the Loneliest Number,Diane Duane/Tom Clancy/Steve Pieczenik,3.95,eng,182.0,452,1,4/1/1999,Berkley Publishing Group,Tom Clancy's Net Force Explorers,3,4,1,1999,20,3,от 100 до 500 стр.,3.95,182.0,Berkley Publishing Group
Aliens: Nightmare Asylu,Steve Perry,3.67,other,277.0,1118,54,4/1/1993,Spectra Books,-,0,4,1,1993,20,1,от 100 до 500 стр.,3.67,277.0,Spectra Books
The Omega Cage,Steve Perry/Michael Reaves,3.78,eng,256.0,522,18,4/1/1988,Ace,Matador,4,4,1,1988,20,2,от 100 до 500 стр.,3.78,256.0,Ace
The 97th Step,Steve Perry,4.22,eng,304.0,744,9,12/1/1989,,Matador,5,12,1,1989,20,1,от 100 до 500 стр.,4.22,304.0,Vintage
A Friar's Bloodfeud,Michael Jecks,4.1,eng,500.0,220,14,6/5/2006,Headline,Knights Templar,20,6,5,2006,21,1,от 500 до 1000 стр.,4.1,500.0,Headline
Death Ship of Dartmouth,Michael Jecks,4.06,eng,352.0,7,1,6/1/2006,Headline Book Publishing,Knights Templar,21,6,1,2006,21,1,от 100 до 500 стр.,4.06,352.0,Headline Book Publishing
The John Deere Two-Cylinder Tractor Encyclopedia: The Complete Model-by-Model Histor,Don Macmillan/Wayne G. Broehl Jr.,,eng,256.0,4,0,5/15/2007,Voyageur Press,-,0,5,15,2007,21,2,от 100 до 500 стр.,3.95,256.0,Voyageur Press
Phantom,Rosalind M. Greenberg,3.38,eng,270.0,13,0,4/4/1989,DAW,-,0,4,4,1989,20,1,от 100 до 500 стр.,3.38,270.0,DAW
Fantasy Gone Wron,Martin H. Greenberg/Brittiany A. Koren/Brian Stableford/Mickey Zucker Reichert/Fiona Patton/Jim C. Hines/Esther M. Friesner/Donald J. Bingle/Alan Dean Foster/Devon Monk/Phaedra M. Weldon/Christina F. York/Jana Paniccia/Josepha Sherman/Susan Sizemore/Michael Jasper/Janny Wurts/Lisanne Norman,,eng,309.0,229,33,9/5/2006,DAW,-,0,9,5,2006,21,18,от 100 до 500 стр.,3.95,309.0,DAW
The Ghosts in Baker Street: New Tales of Sherlock Holme,Martin H. Greenberg/Daniel Stashower,3.58,other,320.0,51,6,1/9/2006,Running Press,-,0,1,9,2006,21,2,от 100 до 500 стр.,3.58,320.0,Running Press
Christmas Bestiar,Martin H. Greenberg/Jack Nimersheim/Jane Yolen/Jack C. Haldeman II/Harry Turtledove/Laura Resnick/Mike Resnick/Karen Haber/Jane Lindskold/Lawrence Schimel/Barry N. Malzberg/Tanya Huff/Michelle Sagara West/Mark Aronson/Stefan R. Dziemianowicz/Jennifer Roberson/Kristine Kathryn Rusch/Elizabeth Ann Scarborough/Barbara Delaplace/Barb Jernigan/Blake Cahoon,,eng,315.0,21,3,11/3/1992,DAW,-,0,11,3,1992,20,21,от 100 до 500 стр.,3.95,315.0,DAW
Black Cats and Broken Mirror,John Helfers/Esther M. Friesner/Nina Kiriki Hoffman/Bruce Holland Rogers/Peter Crowther/R. Davis/Charles de Lint/Elizabeth Ann Scarborough/Michelle Sagara West/Nancy Springer/Dean Wesley Smith/Kristine Kathryn Rusch/Josepha Sherman/Jane Lindskold/Genevieve Gorman/Kristin Schwengel/Jean-François Podevin/Zane Stillings/Carol Rondou,3.38,eng,320.0,63,7,6/1/1998,DAW,-,0,6,1,1998,20,19,от 100 до 500 стр.,3.38,320.0,DAW
Time Twister,Jean Rabe/Martin H. Greenberg/Stephen Leigh/Gene DeWeese/Joe Masdon/Donald J. Bingle/Skip Williams/Penny Williams/Pierce Askegren/Nancy Virginia Varian/Wes Nicholson/John Helfers/Chris Pierson/Harry Turtledove/Kevin J. Anderson/Robert E. Vardeman/Jackie Cassada/James M. Ward/Jon L. Breen/Linda P. Baker,3.36,eng,,35,6,1/2/2007,DAW,-,0,1,2,2007,21,20,,3.36,296.0,DAW
The Western Canon: The Books and School of the Age,Harold Bloom,3.86,eng,546.0,2141,167,9/1/1995,Riverhead Books,-,0,9,1,1995,20,1,от 500 до 1000 стр.,3.86,546.0,Riverhead Books
The American Religio,Harold Bloom,3.76,other,305.0,288,40,10/1/2006,Chu Hartley Publishers LLC,-,0,10,1,2006,21,1,от 100 до 500 стр.,3.76,305.0,Chu Hartley Publishers LLC
Meditations for Manifesting: Morning and Evening Meditations to Literally Create Your Heart's Desir,Wayne W. Dyer,4.02,eng,1.0,338,12,6/1/1995,Hay House,-,0,6,1,1995,20,1,до 100 стр.,4.02,1.0,Hay House
There's a Spiritual Solution to Every Proble,Wayne W. Dyer,4.27,eng,288.0,5738,129,8/21/2001,Harper,-,0,8,21,2001,21,1,от 100 до 500 стр.,4.27,288.0,Harper
Michael Smith Elements of Styl,Michael S.  Smith/Diane Dorrans Saeks,4.17,eng,212.0,18,1,11/22/2005,Rizzoli International Publications,-,0,11,22,2005,21,2,от 100 до 500 стр.,4.17,212.0,Rizzoli International Publications
Spare,Michael Marshall Smith,4.13,eng,317.0,2566,160,11/2/1998,HarperCollins,-,0,11,2,1998,20,1,от 100 до 500 стр.,4.13,317.0,HarperCollins
One of U,Michael Marshall Smith,4.04,eng,368.0,1302,52,7/6/1999,Bantam,-,0,7,6,1999,20,1,от 100 до 500 стр.,4.04,368.0,Bantam
The Secret City,Chris Archer,4.11,eng,184.0,231,17,2/1/2003,Scholastic Paperbacks,Pyrates,1,2,1,2003,21,1,от 100 до 500 стр.,4.11,184.0,Scholastic Paperbacks
When Nietzsche Wep,Irvin D. Yalom,4.32,eng,310.0,25063,1031,1/4/2005,,-,0,1,4,2005,21,1,от 100 до 500 стр.,4.32,310.0,Vintage
Existential Psychotherap,Irvin D. Yalom,4.39,other,,3689,103,12/8/1980,Basic Books,-,0,12,8,1980,20,1,,4.39,296.0,Basic Books
Crown of Stars,Kate Elliott,3.91,eng,609.0,2169,54,1/2/2007,DAW,Crown of Stars,7,1,2,2007,21,1,от 500 до 1000 стр.,3.91,609.0,DAW
The Bloody Crown of Conan,Robert E. Howard/Gary Gianni/Patrice Louinet,4.3,eng,366.0,3875,97,11/23/2004,Del Rey Ballantine Random House,Conan the Cimmerian,2,11,23,2004,21,3,от 100 до 500 стр.,4.3,366.0,Del Rey Ballantine Random House
Rough Crossings: Britain  the Slaves and the American Revolutio,Simon Schama,3.98,eng,496.0,747,87,4/25/2006,Ecco / HarperCollins,-,0,4,25,2006,21,1,от 100 до 500 стр.,3.98,496.0,Ecco / HarperCollins
The Embarrassment of Riches: An Interpretation of Dutch Culture in the Golden Ag,Simon Schama,,other,,1783,86,12/8/1997,Vintage,-,0,12,8,1997,20,1,,3.95,296.0,Vintage
The Feelings Book: The Care & Keeping of Your Emotion,Lynda Madison/Bonnie Timmons/Norm Bendell,4.16,eng,104.0,782,51,9/1/2002,American Girl Publishing Inc,-,0,9,1,2002,21,3,от 100 до 500 стр.,4.16,104.0,American Girl Publishing Inc
A Smart Girl's Guide to Money: How to Make It  Save It  And Spend I,Nancy Holyoke/Ali Douglass,,other,95.0,536,65,3/1/2006,American Girl Publishing Inc,-,0,3,1,2006,21,2,до 100 стр.,3.95,95.0,American Girl Publishing Inc
What Would You Do?,Patti Kelley Criswell/Norm Bendell,4.26,other,63.0,77,5,7/1/2004,American Girl Publishing Inc,-,0,7,1,2004,21,2,до 100 стр.,4.26,63.0,American Girl Publishing Inc
The Halloween Activity Book: Creepy  Crawly  Hairy  Scary Things to D,Mymi Doinet/Benjamin Chaud,,eng,32.0,1,1,8/1/2002,Chronicle Books,-,0,8,1,2002,21,2,до 100 стр.,3.95,32.0,Chronicle Books
The Capricorn Ston,Madeleine Brent,3.91,eng,346.0,574,33,5/12/1983,Fawcett,-,0,5,12,1983,20,1,от 100 до 500 стр.,3.91,346.0,Fawcett
Golden Urchi,Madeleine Brent,,other,384.0,66,10,11/12/1987,Fawcett,-,0,11,12,1987,20,1,от 100 до 500 стр.,3.95,384.0,Fawcett
The Ethics of Ambiguit,Simone de Beauvoir/Bernard Frechtman,4.15,eng,,4114,153,6/1/2000,Citadel,-,0,6,1,2000,20,2,,4.15,296.0,Citadel
She Came to Sta,Simone de Beauvoir,3.91,other,416.0,2040,88,10/9/1995,Flamingo,-,0,10,9,1995,20,1,от 100 до 500 стр.,3.91,416.0,Flamingo
The Coming of Ag,Simone de Beauvoir/Patrick O'Brian,3.88,other,592.0,227,14,6/17/1996,W. W. Norton  Company,-,0,6,17,1996,20,2,от 500 до 1000 стр.,3.88,592.0,W. W. Norton  Company
A Transatlantic Love Affair: Letters to Nelson Algre,Simone de Beauvoir/Nelson Algren/Sylvie Le Bon de Beauvoir/Vanessa Kling/Ellen Gordon Reeves,4.01,eng,560.0,235,16,9/1/1999,The New Press,-,0,9,1,1999,20,5,от 500 до 1000 стр.,4.01,560.0,The New Press
La force de l'âg,Simone de Beauvoir,4.15,other,,192,17,11/14/1986,Folio,-,0,11,14,1986,20,1,,4.15,296.0,Folio
What Life Was Like When Rome Ruled the World: The Roman Empire  100 BC - AD 200,Time-Life Books,3.85,eng,192.0,91,9,5/24/1999,Time Life Medical,-,0,5,24,1999,20,1,от 100 до 500 стр.,3.85,192.0,Time Life Medical
Sudden Fiction International: 60 Short-Short Storie,Robert Shapard/James Thomas,3.76,other,352.0,306,29,10/17/1989,W. W. Norton  Company,-,0,10,17,1989,20,2,от 100 до 500 стр.,3.76,352.0,W. W. Norton  Company
Sudden Fiction: American Short-Short Storie,Robert Shapard/James Thomas,3.84,eng,264.0,476,48,12/31/1983,Gibbs Smith,-,0,12,31,1983,20,2,от 100 до 500 стр.,3.84,264.0,Gibbs Smith
Sarah Bernhard,Elizabeth Silverthorne/Betty McCollum,4.25,eng,,4,0,1/1/2004,Chelsea House Publishers,-,0,1,1,2004,21,2,,4.25,296.0,Chelsea House Publishers
The Art of Controversy,Thomas Bailey Saunders,3.85,eng,,17,3,6/17/2004,Kessinger Publishing,-,0,6,17,2004,21,1,,3.85,296.0,Kessinger Publishing
The Wisdom of Lif,Arthur Schopenhauer/Thomas Bailey Saunders,4.14,eng,96.0,1487,77,3/8/2004,Dover Publications,-,0,3,8,2004,21,2,до 100 стр.,4.14,96.0,Dover Publications
For All Time,Caroline B. Cooney,3.9,eng,,1618,65,7/8/2003,Laurel Leaf Library,Time Travelers,4,7,8,2003,21,1,,3.9,296.0,Laurel Leaf Library
Wanted,Caroline B. Cooney,3.69,other,230.0,1969,193,7/1/1997,Scholastic Paperbacks,-,0,7,1,1997,20,1,от 100 до 500 стр.,3.69,230.0,Scholastic Paperbacks
The Time Travelers: Volume On,Caroline B. Cooney,3.94,other,420.0,302,29,1/10/2006,Laurel Leaf,-,0,1,10,2006,21,1,от 100 до 500 стр.,3.94,420.0,Laurel Leaf
Every Night Italian: Every Night Italia,Giuliano Hazan/Marcella Hazan/Dana Gallagher,3.79,eng,256.0,70,2,1/12/2000,Scribner,-,0,1,12,2000,20,3,от 100 до 500 стр.,3.79,256.0,Scribner
More Classic Italian Cookin,Marcella Hazan,4.48,eng,465.0,64,3,7/12/1984,Ballantine Books,-,0,7,12,1984,20,1,от 100 до 500 стр.,4.48,465.0,Ballantine Books
Practice Makes Perfect: Italian Verb Tense,Paola Nanni-Tate,,eng,252.0,9,1,11/23/2005,McGraw-Hill Companies,-,0,11,23,2005,21,1,от 100 до 500 стр.,3.95,252.0,McGraw-Hill Companies
Effigies,Mary Anna Evans,4.03,eng,301.0,460,47,1/15/2007,Poisoned Pen Press,Faye Longchamp,3,1,15,2007,21,1,от 100 до 500 стр.,4.03,301.0,Poisoned Pen Press
The Cambridge Companion to Schopenhaue,Christopher Janaway,3.83,eng,494.0,23,3,1/20/2000,Cambridge University Press,-,0,1,20,2000,20,1,от 100 до 500 стр.,3.83,494.0,Cambridge University Press
Stormie: A Story of Forgiveness and Healin,Stormie Omartian,,eng,192.0,430,44,9/1/1997,Harvest House Publishers,-,0,9,1,1997,20,1,от 100 до 500 стр.,3.95,192.0,Harvest House Publishers
The Orion Mystery: Unlocking the Secrets of the Pyramid,Robert Bauval/Adrian Geoffrey Gilbert,3.94,eng,352.0,1123,36,8/22/1995,Three Rivers Press,-,0,8,22,1995,20,2,от 100 до 500 стр.,3.94,352.0,Three Rivers Press
Orion,Ben Bova,3.72,eng,432.0,1386,54,12/15/1992,Tor Science Fiction,Orion,1,12,15,1992,20,1,от 100 до 500 стр.,3.72,432.0,Tor Science Fiction
Lake Orion,James E. Ingram/Lori Grove,4.5,eng,128.0,1,0,7/19/2006,Arcadia Publishing,-,0,7,19,2006,21,2,от 100 до 500 стр.,4.5,128.0,Arcadia Publishing
A Dangerous Man,Charlie Huston,4.07,eng,,2735,162,9/19/2006,Ballantine Books,Hank Thompson,3,9,19,2006,21,1,,4.07,296.0,Ballantine Books
Already Dead,Charlie Huston,3.79,other,,8447,631,12/27/2005,Del Rey,Joe Pitt,1,12,27,2005,21,1,,3.79,296.0,Del Rey
Caught Stealing,Charlie Huston,4.04,eng,240.0,4797,431,5/31/2005,Ballantine Books,Hank Thompson,1,5,31,2005,21,1,от 100 до 500 стр.,4.04,240.0,Ballantine Books
Dead I Well May Be,Adrian McKinty,3.97,eng,384.0,2594,243,8/31/2004,,Dead Trilogy,1,8,31,2004,21,1,от 100 до 500 стр.,3.97,384.0,Vintage
The Dead Yard,Adrian McKinty,4.12,eng,364.0,1506,101,12/26/2006,Pocket Books,Michael Forsythe,2,12,26,2006,21,1,от 100 до 500 стр.,4.12,364.0,Pocket Books
The Lighthouse Land,Adrian McKinty,3.6,eng,,861,114,10/1/2006,Harry N. Abrams,Lighthouse Trilogy,1,10,1,2006,21,1,,3.6,296.0,Harry N. Abrams
Spider Mountain,P.T. Deutermann,3.92,eng,309.0,461,41,12/26/2006,St. Martin's Press,Cam Richter,2,12,26,2006,21,1,от 100 до 500 стр.,3.92,309.0,St. Martin's Press
The Firefl,P.T. Deutermann,3.77,eng,528.0,317,31,11/30/2004,St. Martin's Paperbacks,-,0,11,30,2004,21,1,от 500 до 1000 стр.,3.77,528.0,St. Martin's Paperbacks
Diary of a Spide,Doreen Cronin/Harry Bliss,4.25,other,40.0,8134,292,7/26/2005,HarperCollins,-,0,7,26,2005,21,2,до 100 стр.,4.25,40.0,HarperCollins
The Snow Spider,Jenny Nimmo,,other,,2762,228,9/1/2006,Orchard Books (NY),Snow Spider Trilogy,1,9,1,2006,21,1,,3.95,296.0,Orchard Books (NY)
Ultimate Spider-Man  Volume 16: Deadpoo,Brian Michael Bendis/Mark Bagley,3.7,eng,184.0,1474,58,9/13/2006,Marvel,-,0,9,13,2006,21,2,от 100 до 500 стр.,3.7,184.0,Marvel
Ultimate Spider-Man  Volume,Brian Michael Bendis/Mark Bagley,4.1,eng,344.0,272,9,10/4/2006,Marvel,-,0,10,4,2006,21,2,от 100 до 500 стр.,4.1,344.0,Marvel
Fables: 1001 Nights of Snowfal,Bill Willingham/Esao Andrews/John Bolton/Mark Buckingham/James Jean/Derek Kirk Kim/Tara  McPherson/Jill Thompson/Mark Wheatley/Michael Wm. Kaluta/Charles Vess/Brian Bolland,4.14,eng,140.0,13759,538,10/18/2006,Vertigo,-,0,10,18,2006,21,12,от 100 до 500 стр.,4.14,140.0,Vertigo
Cold Fire / Hideaway / The Key to Midnigh,Dean Koontz/Leigh Nichols,4.18,eng,,19670,13,8/28/2000,Putnam Adult,-,0,8,28,2000,20,2,,4.18,296.0,Putnam Adult
Fables  Vol. 8: Wolve,Bill Willingham/Mark Buckingham/Steve Leialoha/Shawn McManus/Andrew Pepoy,,eng,160.0,18799,568,12/20/2006,Vertigo,-,0,12,20,2006,21,5,от 100 до 500 стр.,3.95,160.0,Vertigo
Fables  Vol. 4: March of the Wooden Soldier,Bill Willingham/Mark Buckingham/Craig Hamilton/Steve Leialoha/P. Craig Russell,4.29,eng,231.0,26055,785,11/30/2004,,-,0,11,30,2004,21,5,от 100 до 500 стр.,4.29,231.0,Vintage
Fables  Vol. 1: Legends in Exil,Bill Willingham/Terry Moore/Mike Allred/Lan Medina/Mark Buckingham/Matthew Sturges/Steve Leialoha/Craig Hamilton/Russ Braun/James Jean/Tony Akins/Eric Shanower/Shawn McManus/Jae Lee/Chrissie Zullo/David Petersen,3.97,eng,,119292,2866,12/31/2002,Vertigo,-,0,12,31,2002,21,16,,3.97,296.0,Vertigo
Fables  Vol. 7: Arabian Nights,Bill Willingham/Mark Buckingham/Steve Leialoha/Jim Fern/Jimmy Palmiotti/Andrew Pepoy,,eng,143.0,15575,547,7/5/2006,Vertigo,-,0,7,5,2006,21,6,от 100 до 500 стр.,3.95,143.0,Vertigo
Fables  Vol. 6: Homeland,Bill Willingham/David Hahn/Mark Buckingham/Lan Medina/Steve Leialoha,4.28,eng,190.0,21472,637,1/27/2006,Vertigo,-,0,1,27,2006,21,5,от 100 до 500 стр.,4.28,190.0,Vertigo
Fables  Vol. 3: Storybook Lov,Bill Willingham/Bryan Talbot/Lan Medina/Mark Buckingham/Linda Medley/Steve Leialoha/James Jean,4.13,eng,,32814,906,5/1/2004,Vertigo,-,0,5,1,2004,21,7,,4.13,296.0,Vertigo
Fables  Vol. 5: The Mean Season,Bill Willingham/Mark Buckingham/Steve Leialoha/Tony Akins/Jimmy Palmiotti,4.19,eng,166.0,20703,611,4/30/2005,Vertigo,-,0,4,30,2005,21,5,от 100 до 500 стр.,4.19,166.0,Vertigo
The Choice: A Fable of Free Trade and Protectionis,Russell Roberts/Russ Roberts,3.75,eng,132.0,350,31,9/1/2006,Pearson,-,0,9,1,2006,21,2,от 100 до 500 стр.,3.75,132.0,Pearson
Brewer's Dictionary of Phrase and Fabl,John Ayto,4.38,other,,40,4,8/15/2006,Collins Reference,-,0,8,15,2006,21,1,,4.38,296.0,Collins Reference
Jack of Fables  Vol. 1: The,Bill Willingham/Matthew Sturges/Tony Akins/Andrew Pepoy,3.58,eng,128.0,4372,271,2/28/2007,Vertigo,-,0,2,28,2007,21,4,от 100 до 500 стр.,3.58,128.0,Vertigo
Math Fable,Greg Tang/Heather Cahoon,4.03,eng,40.0,0,0,1/1/1949,Scholastic Inc.,-,0,1,1,1949,20,2,до 100 стр.,4.03,40.0,Scholastic Inc.
